id,id2,group,pubauthor,pubeditor,pubeditor_type,pubdate,pubtitle,volume,pubshort,staff,publisher,pubplace,series,pp,size,isbn,issn,remark
"536","2.12.2.3/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.3. Frazeológiai szótárak","BÁRDOSI Vilmos",–,–,"1986","De fil en aiguille. Kalandozás a francia szólások világában. Les locutions             françaises: recueil thématique et livre d’exercices.",–,–,"Munkatárs: Jen-Yves de LONGUEAU. Lektorok: BRUNNER Tamásné, KELEMEN Tiborné, MAGYAR             Miklós. Illusztrációk: TÓTH Péter","Tankönyvkiadó","Budapest",–,"222 pp.",–,"ISBN 9631792161",–,"1000 gyakori francia szólás francia definíciókkal és magyar megfelelőikkel,             tematikus, fogalomköri elrendezésben. Gyakorlókönyv megoldásokkal; a francia szólások             vezérszavuk szerinti betűrendes mutatójával és a magyar szólásmegfelelők vezérszavuk             szerinti betűrendes mutatójával."
"537","2.12.2.3/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.3. Frazeológiai szótárak","BÁRDOSI Vilmos & Jean-Yves de LONGUEAU",–,–,"1994","Petit dictionnaire thématique des locutions françaises.",–,–,"Lektor: KELEMEN Tiborné",–,–,–,"251 pp.","24 cm.",–,–,"ILLUSZTRÁCIÓK: TÓTH Péter. Nemzeti Tankönyvkiadó Rt., Budapest. ELTE BTK –             Publications du Département d’Études Françaises № 9, Phraséologie et parémiologie du             français I. egyetemi jegyzet. gyakori francia szólások francia definíciókkal, tematikus,             fogalomköri elrendezésben. A francia szólások vezérszavuk szerinti betűrendes             mutatójával, valamint a magyar szólásmegfelelők vezérszavuk szerinti betűrendes             mutatójával."
"538","2.12.2.3/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.3. Frazeológiai szótárak","BÁRDOSI Vilmos",–,–,"1995","De fil en aiguille. 1000 locutions françaises et leurs équivalents hongrois.             Recueil thématique et livre d’exercices. 1000 francia szólás és magyar megfelelője.             Tematikus szólásszótár és gyakorlókönyv.",–,–,"Anyanyelvi lektor: Jean-Yves de LONGUEAU. Illusztrációk: TÓTH Péter",–,–,–,"287 pp.","24 cm.",–,–,"Kézirat. a Tankönyvkiadónál 1986-ban megjelent könyv (l. ott) jav., átdolg. kiadása             ISBN nélkül."
"539","2.12.2.3/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.3. Frazeológiai szótárak","BÁRDOSI Vilmos",–,–,"1997","Francia–magyar szólásszótár. Tematikus gyűjtemény és gyakorlókönyv. 1000 locutions             françaises et leurs équivalents hongrois. Recueil thématique et livre             d’exercices.",–,–,"Lektor: Jean-Yves de LONGUEAU. Illusztrációk: TÓTH Péter","Corvina","Budapest",–,"310 pp.","24 cm.","ISBN 9631344576",–,"1000 gyakori francia szólás francia definíciókkal és magyar megfelelőikkel             tematikus, fogalomköri elrendezésben. A francia szólások vezérszavuk szerinti betűrendes             mutatójával, valamint a magyar szólásmegfelelők vezérszavuk szerinti betűrendes             mutatójával."
"540","2.12.2.3/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.3. Frazeológiai szótárak","BÁRDOSI Vilmos",–,–,"2010","Francia–magyar tematikus szólásszótár. Szólásmagyarázatok és gyakorlatok             megoldókulccsal.",–,–,"Anyanyelvi lektor: JeanYves de Longueau. Illusztrációk: TÓTH Péter. Számítástechnikai             munkatárs: KISS Márton","Tinta Kiadó","Budapest",–,"400 pp.","24 cm.",–,–,"A mai francia nyelv 1000 gyakori állandósult kifejezése magyar megfelelőkkel.             9789639902367."
"541","2.12.2.4/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.4. Képes-tematikus szótárak","OLÁH Tibor",–,–,"1993","Dictionnaire visuel thématique et méthodologique français–hongrois. Francia–magyar             módszertani tematikus szótár.",–,–,"Lektor: CSIKÓS András. Anyany.lekt.: Catherine és Gérard MALBOSE. Illusztráció:             SZABÓNÉ NAGY Mária. Sorozatszerkesztő: SZENDRŐ Borbála","Szultán Bt.","Budapest",–,–,"23 cm.","ISBN 9634503128",–,"Én szeretem a szavakat sorozat. pp. 261+mutatók."
"542","2.12.2.4/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.4. Képes-tematikus szótárak",–,–,–,"1997","Duden–Oxford képes szótár – Magyar–francia, francia–magyar",–,–,"Szerk.: ÁNYOS László. A francia szöveg szerk.: Geneviève LEBAUT. Illusztrációk:             Dieter KNEIFEL, Joachim SCHMIDT, Christian SCHURA","Akadémiai Kiadó","Budapest",–,"677 pp. + mutató: H 86 pp. +F 104 pp.","22 cm.","ISBN 9630574675",–,"az alapmű: Bildwörterbuch, Brockhaus Bibliographisches Institut & F. A. AG,             Mannheim, 1994."
"543","2.12.2.5/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.5. Egyéb szótárak","CSŰRY Andrea & CSŰRY István",–,–,"1998","Francia–magyar szójegyzék az EU Magyarországról írt véleményéhez.",–,–,"Konzulens: TEGYEY Gabriella",–,–,"EUVocS (EU–Vocabularium Savariense)","168 pp.","20 cm.","ISBN 9639017620",–,"Sorozatszerk.: PUSZTAY János. Szombathely."
"544","2.12.2.5/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.5. Egyéb szótárak","SZATHMÁRI István",–,–,"1999","Magyar–francia ragés névutószótár.",–,–,–,–,–,–,–,–,–,–,–
"545","2.12.2.5/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.5. Egyéb szótárak","ÁDÁM Péter",–,–,"2004","Francia-magyar kulturális szótár.",–,–,"Lektor: BÁRDOSI Vilmos","Corvina Kiadó","Budapest",–,"255 pp.","24 cm.","ISBN 9631352374",–,–
"546","2.12.2.5/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.5. Egyéb szótárak","BÁRDOSI Vilmos & KARAKAI Imre",–,–,"2008/2/ bőv., jav.","A francia nyelv lexikona.",–,–,–,"Corvina Kiadó","Budapest",–,"XXXIX+696 pp.",–,–,–,–
"547","2.12.2.5/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.2. Speciális szótárak # 2.12.2.5. Egyéb szótárak","NÁRAY-SZABÓ Márton",–,–,"2009","Francia–magyar beszédfordulatok. 1200 kifejezés a mindennapi társalgás             nyelvéből.",–,–,"Lektor: BORS Edit. Anyanyelvi lektor: Sophie de PONTONX","Tinta Kiadó","Budapest","Híd szótárak 4","232 pp.","20,5 cm.","ISBN 9789639902121",–,–
"548","2.12.3/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.3. Elektronikus szótárak",–,–,–,"1995","PICDIC pour Windows. Francia–magyar, magyar–francia multimédia képes             szótár.",–,–,–,"Profi–Szoft","Baja",–,–,–,–,–,–
"549","2.12.3/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.3. Elektronikus szótárak",–,–,–,"1998","Francia – magyar szótár",–,–,"Szerk.: PÁLFY Miklós","Scriptum","Szeged",–,–,"110 000 francia szó és kifejezés, 130 000 magyar jelentés",–,–,–
"550","2.12.3/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.3. Elektronikus szótárak","ECKHARDT Sándor & OLÁH Tibor",–,–,"2004","Francia-magyar nagyszótár. Grand dictionnaire français-hongrois CD.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"90 000 címszó, 300 000 szótári adat",–,–,–
"551","2.12.3/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.12. FRANCIA–MAGYAR, MAGYAR–FRANCIA # 2.12.3. Elektronikus szótárak","ECKHARDT Sándor & KONRÁD Miklós",–,–,"2004","Magyar-francia nagyszótár. Grand dictionnaire hongrois-français CD.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"135 000 címszó, 400 000 szótári adat",–,–,–
"552","2.13/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","LÉVAY István & VIDA Aladár",–,–,"1887","Magyar–görög szótár.",–,–,–,")","Budapest",–,"229 pp.","21 cm.",–,–,"Lampel Róbert (Wodianer F. „Sági”-ban tévesen: 1877."
"553","2.13/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","LÉVAY István & VIDA Aladár",–,–,"1921","Görög–magyar szótár.",–,–,–,")","Budapest",–,"240 pp.","21 cm.",–,–,"Lampel R. (Wodianer F. „Sági”-ban csak a korábbi kiadások szerepelnek:             1878–1907-ig."
"554","2.13/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","SOLTÉSZ Ferenc",–,–,"1984","Ógörög–magyar szótár.",–,–,–,"Könyvértékesítő és Könyvtárellátó Vállalat","Budapest",–,"734 pp.","22 cm.","ISBN 9630228173",–,"Tudománytár sorozat. Utánnyomás-sorozat, szerk.: GAZDA István. az 1875-ben, SOLTÉSZ             Ferenc és SZINNYEI Endre szerkesztésében Sárospatakon megjelent, Steinfeld Béla által             nyomtatott újonnan átdolgozott és bővített kiadás reprintje."
"555","2.13/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","MOHAY András",–,–,"1988, vtlan leny.: 1994/2","Újgörög–magyar kéziszótár. ΕΠΙΤΟΜΟ ΕΛΛΗΝΟ–ΟΎΓΓΡΙΚΟ ΛΕΞΙΚΟ.",–,–,–,"Akadémiai Kiadó","Budapest",–,"773 pp.","21 cm.","ISBN 9630543877 (1988), 9630567245 (1994/2/)",–,–
"556","2.13/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","MOKASZ Klára",–,–,"1990","Magyar–újgörög, újgörög–magyar szótár. Ouggro–elleniko, elleno–ouggriko             lexiko.",–,–,–,"A szerző kiadása","Budapest",–,"227 pp.",–,–,–,–
"557","2.13/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","GYÖRKÖSY Alajos & KAPITÁNFFY István & TEGYEY Imre",–,–,"1990, 1993/2","Ógörög–magyar szótár.",–,–,"Munkatárs: BÖDEY József","Akadémiai Kiadó","Budapest",–,"1240 pp.","24 cm. Kb. 53 000 címszó, több mint 60 000 szókapcsolat","ISBN 963053861X",–,"a külső fedélen: Ógörög–magyar nagyszótár cím szerepel. Készült az MTA             Klasszika–filológiai Bizottságának irányításával."
"558","2.13/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.13. GÖRÖG –MAGYAR, MAGYAR–GÖRÖG (ÓÉS ÚJGÖRÖG)","VARGA Zsigmond",–,–,"1992","Görög–magyar szótár – az Újszövetség irataihoz. (A kötéstáblán: Újszövetségi             görög–magyar szótár)",–,–,"Lektorok: KAPITÁNFFY István, TEGYEY Imre (görög nyelv), LENKEYNÉ SEMSEY Klára             (teológia)","Kiadja a Magyar Bibliatanács megbízásából a Református Zsinati Iroda             Sajtóosztálya","Budapest",–,"VII+1038 pp.","28 cm.",–,–,–
"559","2.14/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","POLLÁK Kaim",–,–,"1881, vtlan leny.: 1981/2","Héber–magyar teljes szótár.",–,–,–,–,–,–,"409 pp.","22 cm.",–,–,"„Nyomtatott: Lőwy és Alkalay-nál Pozsonyban.” hasonmás-kiadás a „Ráday Kollégium             kiadványai” sorozatban (1983)."
"560","2.14/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","STICKER Simon",–,–,"1898, 1902, 1999","Héber–magyar szótár.",–,–,–,–,–,–,–,–,"ISBN 9630365464",–,"A szerző kiadása, Rosenbaum, 162 pp. Országos Rabbiképző Intézet Budapest. Zsidó             történeti irodalmi tár 1. az 1898-ban megjelent mű hasonmás kiadása."
"561","2.14/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","ISBÉTHI Mór",–,–,"é.n. [az Előszó dátuma: 1947]","Gyakorlati héber–magyar szótár.",–,–,–,"Farkas Kiadó","Debrecen",–,"338 pp.","16 cm. 19 000 élőnyelvi héber címszó",–,–,–
"562","2.14/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","ISBÉTHI Mór",–,–,"1949","Magyar–héber zsebszótár.",–,–,–,"Farkas Kiadó","Debrecen",–,"176 pp.","16 cm.",–,–,–
"563","2.14/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","GROSZ Eliezer",–,–,"1958","Héber–magyar szótár.",–,–,–,–,–,–,"530 pp. + igeragozási táblázatok 16 pp.","24 cm.",–,–,"Alapanyagát összeáll.: Elijahu JESURUN. Tel-Aviv,"
"564","2.14/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","GROSZ Eliezer",–,–,"1969–1982","Magyar–héber szótár I–IV.",–,–,"Munkatársak: JESURUN Élijáhu, KÁRMEL Oszkár, SÁRONI Simon. A héber nyelv anyagát             átnézte: MARGALIT József",–,–,–,"1–431 pp. 24 cm.; II. I–Ly. 432–899 pp. 24 cm.; III. (1977) M–P. 900–1404 pp. 24 cm. IV             (1982) R–Zs. 1405–2123 + igerag. Tábl. 18 pp.","24 cm. Kb. 100 000 magyar címszó",–,–,"A Magyar–héber szótár bizottságának tagjai: GÁRDOS Károly–Dos, KISHONT Ferenc –             Efráim Kishon, LAMPEL–LAPID Tamás, KAUDERS Ben–Cion. Hápoél Hamizrachi, Tel–Aviv. I.             A–H."
"565","2.14/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","ISBÉTHY MANNHEIM Moshe",–,–,"é. n. [az Előszó dátuma: 1972]","Milon hungári–ibri hádis. Modern magyar–héber szótár.",–,–,–,–,–,–,"478 pp. + rövid héber nyelvtan 42 pp.","22 cm.",–,–,"Gondos Sándor kiadása, Haifa, Beth Hakranot."
"566","2.14/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","MANNHEIM Mór",–,–,"1983/2","Modern magyar–héber szótár. Milon hungár–ibro hádis.",–,–,–,"Sinai Publ.","Tel–Aviv",–,"VII.478+72 pp.","17 cm.",–,–,–
"567","2.14/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","RADÁCSY László",–,–,"é. n. [1997], vtlan leny.: 2001/2","Héber–magyar nagyszótár.",–,–,–,"Akadémiai Kiadó / Makkabi Kiadó","Budapest",–,"704 pp.","24 cm. Kb. 35 000 szó, 15 000 kifejezés","ISBN 9637475680 (2001/2/)",–,"RAJ Tamás nyelvi bevezetőjével."
"568","2.14/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.14. HÉBER–MAGYAR, MAGYAR–HÉBER","RADÁCSY László",–,–,"2003","Magyar-héber nagyszótár.",–,–,"Lektor: KÁNTOR Attila","Akadémiai Kiadó – Makkabi Kiadó","Budapest",–,"XIV+470 pp.","24 cm.","ISBN 9637475753",–,"RAJ Tamás előszavával."
"569","2.15/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.15. HINDI–MAGYAR, MAGYAR–HINDI","KÓS Péter",–,–,"1973","Magyar–hindi szótár.",–,–,"Munkatársak: DEBRECZENI Árpád, Shyam PARMAR. A szerkesztésben közreműködött : LŐRINCZ             Lászlóné, BARABÁS János, ZIGÁNY Judit. A bevezetőt írta: DEBRECZENI Árpád","Akadémiai Kiadó","Budapest",–,"240 pp.","24 cm. 18 000 címszó",–,–,–
"570","2.16.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak","VÉBER Gyula",–,–,"1961","Magyar–holland szótár.",–,–,"Munkatársak: E. de GRAAF, Th",–,–,–,"290 pp.","19 cm.",–,–,"F. van KOOLWIJK, Van Goor Zonen. Átnézte: SIVIRSKY Antal. Den Haag. Van Goor             Kéziszótár-sorozat. Van Goor’s Hand Woordenboeken."
"571","2.16.1/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak","VÉBER Gyula",–,–,"1966","Holland–magyar szótár.",–,–,"Tanácsadók: G. H. F. HEYGELE, GASPAROVICS Gizella","Van Goor Zonen","Den Haag",–,"443 pp.","19 cm.",–,–,"Van Goor Kéziszótár-sorozat. Van Goor’s Handwoordenboeken."
"572","2.16.1/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak","ZUGOR István",–,–,"1968, 1973/2/, 1982/3/, 1986/4/,                 1990/5/, 1991/6/, 1993/7","Holland–magyar szótár. Nederlands–Hongaar wordenboek.",–,–,"Tanácsadók: DR",–,–,–,"864 pp.","14 cm. Kb. 24000 címszó, 8000 szókapcsolat","ISBN 9630564998 (1993/7/)",–,"LAKOS Lajosné, SZOBOTKA Imre, ZÁBORSZKY Jánosné. Lektor: DR. MOLLAY Károly. Terra,             Budapest. Kisszótár sorozat. tájékoztatóval, rövidítésjegyzékkel. A 2. kiadást szerk.:             MOLLAY Károly."
"573","2.16.1/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak","ZUGOR István",–,–,"1979, 1986/2/, 1990/3/, 1990/4/,                 1993/5","Magyar–holland szótár. Hongaars–Nederlands wordenboek.",–,–,"Főmunkatárs: RÁTZ Ottó. Tanácsadó: SZOBOTKA Imréné","Terra","Budapest","Kisszótár sorozat","695 pp.","14 cm.","ISBN 9630565005 (1993/5/)",–,"magyar és holland nyelvű tájékoztatóval, rövidítésjegyzékkel. Függelék: erős és             vegyes igék táblázata."
"574","2.16.1/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak","KAMMER, J. H. A. & E. E. BOSCH-ABLONCZY",–,–,"2000","Magyar–holland szótár. Hongaars–nederlands wordenboek.",–,–,"Projektvezető szerk.: POMÁZI Gyöngyi","Akadémiai Kiadó","Budapest",–,"XXX+737 pp.","24 cm.","ISBN 9630575183",–,–
"575","2.16.1/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak",–,"KAMMER, Henry & BOSCHNÉ ABLONCZY Emőke","szerk","2000, vtlan utánnyom. 2004","Magyar-holland szótár CD-vel. Hongaars-nederlands woordenboek.",–,–,"Projektvez. szerk.: POMÁZI Gyöngyi","Akadémiai Kiadó","Budapest",–,"XXX+737 pp.","24 cm.","ISBN 9630575183",–,–
"576","2.16.1/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.1. Általános, köznyelvi szótárak","MOLLAY Erzsébet",–,–,"2002, 2010/3","Holland–magyar kéziszótár. Nederlands–hongaars handwoordenboek.",–,–,"Szerk.: MOLLAY Erzsébet, VARGA Orsolya, ALBERTNÉ BALÁZSI Júlia, DEVICH Klára, HANKÓ             Ágnes. Holland nyelvi lektor: Margreeth SCHOPENHAUER. Munkatárs: Janet BOSSELAAR","Grimm Kiadó","Szeged",–,"XXIV+1141 pp.","20 cm. 42 000 címszó, több mint 100 000 szójelentés és szövegkörnyezeti példa","ISBN 9639087599",–,–
"577","2.16.2.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.16. HOLLAND–MAGYAR, MAGYAR–HOLLAND # 2.16.2. Speciális szótárak # 2.16.2.1. Frazeológiai szótárak","MOLLAY Erzsébet",–,–,"2000","Németalföldi–magyar közmondásszótár bevezető tanulmányokkal. Nederlands–hongaars             spreekwoordenboek met inleidende studies.",–,–,–,"Néderlandisztikai Központ","Eötvös Loránd Tudományegyetem",–,"114 pp.","20 cm. 406 közmondás. ISBN 9634634133",–,–,"Tanulmányok 15–55, Közmondásszótár : 59–17., Bibliográfia : 111–113.             Néderlandisztikai füzetek 7. Sorozatszerk.: GERA Judit."
"578","2.17.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","SZANA Sándor",–,–,"1921, 1941/2/, 1942/3","Magyar–horvát-szerb és szerb-horvát–magyar zsebszótár. Rečnik hrvatskog i             madarskog jezika.",–,–,–,"Schenk","Budapest",–,"142 pp.",–,–,–,"Schenk Gyakorlati Zsebszótárak. a 2. és a 3. kiadás a Lingua Kiadó Lingua             Zsebszótárak sorozatában jelent meg."
"579","2.17.1/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","HADROVICS László",–,–,"1957, 1967/2/, 1972/3/, 1976/4/,                 1979/5/, 1984/6/, 1991/7","Szerbhorvát–magyar szótár.",–,–,"Munkatárs: SURÁNYI Magda","Terra","Budapest","Kisszótár sorozat","688 pp.","14 cm.","ISBN 9632052544 (1991/7/)",–,–
"580","2.17.1/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","HADROVICS László",–,–,"1958, 1968/2/, 1973/3/, 1976/4/,                 1979/5/, 1984/6/, 1991/7","Magyar–szerbhorvát szótár.",–,–,"Munkatárs: DR",–,–,–,"655 pp.","14 cm.","ISBN 9632052536 (1991/7/)",–,"PALICH Emil. Terra, Budapest. Kisszótár sorozat."
"581","2.17.1/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","ARANICKI Petar",–,–,"1960","Szerbhorvát–magyar szótár. Srpskohrvatski–mađarski rečnik.",–,–,–,–,–,–,"495 pp.",–,–,–,–
"582","2.17.1/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","LEVASICS Elemér & SURÁNYI Magda",–,–,"1967, 1971/2/, 1982/3/, 1988/4","Szerbhorvát–magyar kéziszótár.",–,–,"Lektor: PALICH Emil","Terra","Budapest",–,"839 pp.","21 cm.","ISBN 9632052161 (1988/4/)",–,–
"583","2.17.1/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","PALICH Emil",–,–,"1968, 1972/2/, 1982/3/, 1988/4","Magyar–szerbhorvát kéziszótár.",–,–,–,–,–,–,–,"21 cm.","ISBN 963205217X (1988/4/)",–,"Főmunkatárs: P. SZÁNTÓ Olga. Terra, Budapest. 937 pp. (1988/4/: 944 pp.             )."
"584","2.17.1/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","KOVÁCS Kálmán",–,–,"1968–1975","Srpskohrvatsko–mađarski rečnik. Szerbhorvát–magyar szótár.","I. A-M (1968)",–,"Szerk.: SÖRÖS Dávid. Lektorok: KOSSA János, KOVÁCS János, Ivanka VESELINOV","Pokrajinski Zavod za Izdavanje Udžbenika","Novi Sad – Újvidék",–,"921 pp. ; II. N-R (1971) 967 pp. ,; III. S-Ž (1975) 862 pp.",–,–,–,–
"585","2.17.1/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","HADROVICS László & NYOMÁRKAY István",–,–,"1996","Horvát–magyar kisszótár.",–,–,"Lektor: Branka SAVIĆ","Akadémiai Kiadó","Budapest",–,"568 pp.","14 cm. 22000 címszó, 5300 kifejezés és példa","ISBN 9630573806",–,–
"586","2.17.1/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","BARICS Ernő",–,–,"2002","Magyar–horvát szótár horvát (kisebbségi) önkormányzatok számára. Mađarsko–hrvatski             rječnik za hrvatske (manjinske) samouprave.",–,–,"Szerk.: BLAZSETIN István. Lektorok: Dr","Horvát Tudományos Kutatók Egyesülete","Pécs",–,"161 pp.","21 cm.","ISBN 9630096994",–,"GADÁNYI Károly."
"587","2.17.1/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","HADROVICS László & NYOMÁRKAY István",–,–,"átdolg. 2003/2","Horvát–magyar kisszótár. Hrvatsko–mađarski rječnik.",–,–,"Vezető szerk.: BERKÁNÉ DANESCH Marianne. Lektor: Branka SAVIĆ","Akadémiai Kiadó","Budapest",–,"XVI+544 pp.","14 cm.","ISBN 9630580640",–,"Az első kiadás 1996-ban jelent meg, l. a 2.17.1(8) tételt."
